CATEGORY*,START*,STOP*,MILES*,PURPOSE*,START_DATE,START_TIME,END_DATE,END_TIME,Weekday,Duration
Business,Menlo Park,Berkeley,36.6,Customer Visit,2016-11-11,14:39:00,2016-11-11,15:46:00,4,67.0
Business,Central,College Avenue,2.9,Meeting,2016-11-11,18:30:00,2016-11-11,18:43:00,4,13.0
Business,College Avenue,Central,2.6,Meeting,2016-11-11,21:08:00,2016-11-11,21:18:00,4,10.0
Business,Central,South,2.3,Meeting,2016-11-12,10:32:00,2016-11-12,10:52:00,5,20.0
Business,South,Downtown,6.4,Meeting,2016-11-12,10:55:00,2016-11-12,11:25:00,5,30.0
Business,Downtown,Central,1.4,Meeting,2016-11-12,13:07:00,2016-11-12,13:15:00,5,8.0
Business,Central,West Berkeley,0.6,Meeting,2016-11-12,13:46:00,2016-11-12,13:50:00,5,4.0
Business,West Berkeley,South,5.9,Meeting,2016-11-12,14:22:00,2016-11-12,14:53:00,5,31.0
Business,South,Southwest Berkeley,0.8,Meeting,2016-11-12,15:14:00,2016-11-12,15:21:00,5,7.0
Business,Berkeley,Emeryville,1.3,Meeting,2016-11-12,15:25:00,2016-11-12,15:36:00,5,11.0
Business,Emeryville,Berkeley,3.7,Errand/Supplies,2016-11-12,15:40:00,2016-11-12,15:59:00,5,19.0
Business,Central,Central,2.3,Meeting,2016-11-13,08:54:00,2016-11-13,09:02:00,6,8.0
Business,Central,Central,2.6,Meeting,2016-11-13,09:27:00,2016-11-13,09:53:00,6,26.0
Business,Central,Southside,1.9,Meeting,2016-11-13,10:31:00,2016-11-13,10:37:00,6,6.0
Business,Southside,West Berkeley,2.1,Meeting,2016-11-13,11:04:00,2016-11-13,11:16:00,6,12.0
Business,West Berkeley,Southside,4.0,Meeting,2016-11-13,12:22:00,2016-11-13,12:51:00,6,29.0
Business,Southside,South Berkeley,0.9,Meeting,2016-11-13,13:05:00,2016-11-13,13:11:00,6,6.0
Business,South Berkeley,Southside,0.9,Meeting,2016-11-13,13:14:00,2016-11-13,13:18:00,6,4.0
Business,Southside,Central,2.4,Meeting,2016-11-13,14:35:00,2016-11-13,14:46:00,6,11.0
Business,Central,Southside,1.9,Meeting,2016-11-13,15:14:00,2016-11-13,15:24:00,6,10.0
Business,Southside,Central,1.9,Meeting,2016-11-13,15:47:00,2016-11-13,15:59:00,6,12.0
Business,Berkeley,Mountain View,44.6,Customer Visit,2016-11-14,11:24:00,2016-11-14,12:13:00,0,49.0
Business,Mountain View,Berkeley,43.6,Customer Visit,2016-11-14,13:40:00,2016-11-14,14:33:00,0,53.0
Business,Berkeley,Emeryville,2.5,Meeting,2016-11-14,15:27:00,2016-11-14,15:36:00,0,9.0
Business,Emeryville,Berkeley,3.7,Errand/Supplies,2016-11-14,20:19:00,2016-11-14,20:30:00,0,11.0
Business,Berkeley,Oakland,5.1,Meeting,2016-11-15,13:59:00,2016-11-15,14:06:00,1,7.0
Business,Oakland,San Francisco,9.7,Temporary Site,2016-11-15,14:09:00,2016-11-15,14:26:00,1,17.0
Business,San Francisco,Berkeley,11.8,Temporary Site,2016-11-15,20:44:00,2016-11-15,21:00:00,1,16.0
Business,Berkeley,El Cerrito,2.3,Temporary Site,2016-11-16,20:21:00,2016-11-16,20:27:00,2,6.0
Business,El Cerrito,Berkeley,3.1,Meal/Entertain,2016-11-16,22:52:00,2016-11-16,23:02:00,2,10.0
Business,Berkeley,Oakland,16.3,Customer Visit,2016-11-17,10:13:00,2016-11-17,10:44:00,3,31.0
Business,Cary,Morrisville,3.1,Meal/Entertain,2016-11-18,20:09:00,2016-11-18,20:19:00,4,10.0
Business,Morrisville,Cary,5.2,Meal/Entertain,2016-11-18,21:23:00,2016-11-18,21:34:00,4,11.0
Business,Krendle Woods,Whitebridge,6.1,Meeting,2016-11-18,21:56:00,2016-11-18,22:21:00,4,25.0
Business,Cary,Durham,10.3,Meeting,2016-11-19,13:51:00,2016-11-19,14:10:00,5,19.0
Business,Durham,Cary,10.5,Meeting,2016-11-19,14:30:00,2016-11-19,14:51:00,5,21.0
Business,Cary,Cary,1.5,Meeting,2016-11-19,16:01:00,2016-11-19,16:06:00,5,5.0
Business,Cary,Cary,1.8,Meeting,2016-11-19,16:27:00,2016-11-19,16:41:00,5,14.0
Business,Cary,Apex,5.4,Errand/Supplies,2016-11-19,17:41:00,2016-11-19,17:54:00,5,13.0
Business,Apex,Cary,5.4,Customer Visit,2016-11-19,21:14:00,2016-11-19,21:35:00,5,21.0
Business,Cary,Cary,39.2,Between Offices,2016-11-20,10:27:00,2016-11-20,11:32:00,6,65.0
Business,Cary,Cary,6.4,Customer Visit,2016-11-20,11:58:00,2016-11-20,12:28:00,6,30.0
Business,Cary,Cary,2.7,Meeting,2016-11-20,14:58:00,2016-11-20,15:07:00,6,9.0
Business,Cary,Cary,18.5,Errand/Supplies,2016-11-20,17:45:00,2016-11-20,18:37:00,6,52.0
Business,Cary,Cary,2.5,Meal/Entertain,2016-11-21,13:37:00,2016-11-21,13:49:00,0,12.0
Business,Cary,Cary,2.1,Meal/Entertain,2016-11-21,14:34:00,2016-11-21,14:44:00,0,10.0
Business,Cary,Unknown Location,6.7,Errand/Supplies,2016-11-21,17:50:00,2016-11-21,18:04:00,0,14.0
Business,Unknown Location,Morrisville,3.5,Meal/Entertain,2016-11-21,18:18:00,2016-11-21,18:27:00,0,9.0
Business,Morrisville,Cary,3.4,Errand/Supplies,2016-11-21,18:43:00,2016-11-21,18:51:00,0,8.0
Business,Cary,Cary,5.5,Meeting,2016-11-22,15:12:00,2016-11-22,15:27:00,1,15.0
Business,Cary,Cary,4.1,Meeting,2016-11-22,15:31:00,2016-11-22,15:44:00,1,13.0
Business,Cary,Cary,12.7,Customer Visit,2016-11-22,15:51:00,2016-11-22,16:43:00,1,52.0
Business,Cary,Morrisville,3.0,Meal/Entertain,2016-11-22,18:18:00,2016-11-22,18:28:00,1,10.0
Business,Morrisville,Cary,3.5,Customer Visit,2016-11-22,21:02:00,2016-11-22,21:14:00,1,12.0
Business,Cary,Cary,5.9,Meal/Entertain,2016-11-23,15:34:00,2016-11-23,15:50:00,2,16.0
Business,Cary,Cary,1.9,Meeting,2016-11-23,16:18:00,2016-11-23,16:29:00,2,11.0
Business,Cary,Cary,3.3,Meeting,2016-11-23,16:49:00,2016-11-23,17:00:00,2,11.0
Business,Cary,Cary,1.3,Meeting,2016-11-23,18:37:00,2016-11-23,18:47:00,2,10.0
Business,Cary,Durham,10.3,Meeting,2016-11-25,11:47:00,2016-11-25,12:04:00,4,17.0
Business,Durham,Cary,11.1,Meeting,2016-11-25,13:13:00,2016-11-25,13:31:00,4,18.0
Business,Cary,Cary,1.4,Meeting,2016-11-26,15:54:00,2016-11-26,15:59:00,5,5.0
Business,Cary,Apex,5.1,Meeting,2016-11-26,17:00:00,2016-11-26,17:12:00,5,12.0
Business,Apex,Holly Springs,9.0,Meeting,2016-11-26,17:36:00,2016-11-26,17:56:00,5,20.0
Business,Holly Springs,Cary,13.3,Between Offices,2016-11-26,18:29:00,2016-11-26,19:04:00,5,35.0
Business,Cary,Cary,2.5,Errand/Supplies,2016-11-26,19:47:00,2016-11-26,19:54:00,5,7.0
Business,Cary,Morrisville,3.3,Meal/Entertain,2016-11-27,15:59:00,2016-11-27,16:06:00,6,7.0
Business,Morrisville,Cary,2.9,Meeting,2016-11-27,18:55:00,2016-11-27,19:09:00,6,14.0
Business,Cary,Raleigh,8.5,Customer Visit,2016-11-30,11:03:00,2016-11-30,11:34:00,2,31.0
Business,Raleigh,Morrisville,6.7,Temporary Site,2016-11-30,11:53:00,2016-11-30,12:35:00,2,42.0
Business,Morrisville,Cary,3.1,Meeting,2016-11-30,12:43:00,2016-11-30,12:53:00,2,10.0
Business,Cary,Cary,5.5,Meeting,2016-12-01,07:44:00,2016-12-01,07:59:00,3,15.0
Business,Cary,Cary,5.5,Errand/Supplies,2016-12-01,08:37:00,2016-12-01,08:53:00,3,16.0
Business,Cary,Morrisville,2.9,Meal/Entertain,2016-12-01,18:00:00,2016-12-01,18:12:00,3,12.0
Business,Morrisville,Cary,2.9,Customer Visit,2016-12-01,20:36:00,2016-12-01,20:46:00,3,10.0
Business,Cary,Apex,5.1,Meal/Entertain,2016-12-02,12:12:00,2016-12-02,12:23:00,4,11.0
Business,Apex,Cary,5.3,Customer Visit,2016-12-02,13:07:00,2016-12-02,13:22:00,4,15.0
Business,Cary,Morrisville,3.3,Meal/Entertain,2016-12-02,20:41:00,2016-12-02,20:48:00,4,7.0
Business,Morrisville,Cary,3.0,Customer Visit,2016-12-02,22:59:00,2016-12-02,23:07:00,4,8.0
Business,Cary,Wake Co.,6.6,Errand/Supplies,2016-12-03,18:35:00,2016-12-03,18:56:00,5,21.0
Business,Wake Co.,Morrisville,1.8,Meeting,2016-12-03,19:08:00,2016-12-03,19:15:00,5,7.0
Business,Morrisville,Cary,3.0,Customer Visit,2016-12-03,20:31:00,2016-12-03,20:41:00,5,10.0
Business,Cary,Morrisville,2.9,Meal/Entertain,2016-12-04,18:56:00,2016-12-04,19:03:00,6,7.0
Business,Morrisville,Cary,3.4,Customer Visit,2016-12-04,20:23:00,2016-12-04,20:34:00,6,11.0
Business,Cary,Cary,4.1,Meeting,2016-12-05,18:04:00,2016-12-05,18:17:00,0,13.0
Business,Cary,Cary,3.8,Meal/Entertain,2016-12-05,19:22:00,2016-12-05,19:37:00,0,15.0
Business,Cary,Cary,6.6,Meeting,2016-12-07,12:03:00,2016-12-07,12:32:00,2,29.0
Business,Cary,Cary,4.0,Meeting,2016-12-07,12:35:00,2016-12-07,12:46:00,2,11.0
Business,Cary,Cary,7.0,Customer Visit,2016-12-07,19:53:00,2016-12-07,20:13:00,2,20.0
Business,Cary,Cary,6.9,Meal/Entertain,2016-12-07,21:13:00,2016-12-07,21:50:00,2,37.0
Business,Cary,Cary,3.4,Errand/Supplies,2016-12-08,14:19:00,2016-12-08,14:32:00,3,13.0
Business,Cary,Cary,3.4,Errand/Supplies,2016-12-08,14:53:00,2016-12-08,15:02:00,3,9.0
Business,Cary,Cary,2.0,Meeting,2016-12-08,19:22:00,2016-12-08,19:27:00,3,5.0
Business,Cary,Cary,2.0,Errand/Supplies,2016-12-08,21:26:00,2016-12-08,21:31:00,3,5.0
Business,Cary,Apex,5.1,Errand/Supplies,2016-12-09,12:09:00,2016-12-09,12:24:00,4,15.0
Business,Apex,Cary,8.8,Temporary Site,2016-12-09,13:15:00,2016-12-09,13:43:00,4,28.0
Business,Cary,Cary,5.6,Meeting,2016-12-09,20:11:00,2016-12-09,20:34:00,4,23.0
Business,Cary,Cary,18.9,Customer Visit,2016-12-09,22:03:00,2016-12-09,22:57:00,4,54.0
Business,Cary,Fuquay-Varina,15.6,Meeting,2016-12-10,12:43:00,2016-12-10,13:16:00,5,33.0
Business,Fuquay-Varina,Cary,15.6,Errand/Supplies,2016-12-10,14:42:00,2016-12-10,15:18:00,5,36.0
Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-10,18:17:00,2016-12-10,18:27:00,5,10.0
Business,Morrisville,Cary,3.1,Customer Visit,2016-12-10,22:09:00,2016-12-10,22:21:00,5,12.0
Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-11,16:06:00,2016-12-11,16:16:00,6,10.0
Business,Morrisville,Cary,4.8,Errand/Supplies,2016-12-11,19:05:00,2016-12-11,19:15:00,6,10.0
Business,Cary,Cary,2.1,Errand/Supplies,2016-12-11,21:48:00,2016-12-11,21:56:00,6,8.0
Business,Cary,Cary,3.1,Errand/Supplies,2016-12-12,13:22:00,2016-12-12,13:32:00,0,10.0
Business,Cary,Apex,4.4,Meal/Entertain,2016-12-12,13:36:00,2016-12-12,13:51:00,0,15.0
Business,Apex,Cary,4.7,Customer Visit,2016-12-12,14:26:00,2016-12-12,14:39:00,0,13.0
Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-12,17:51:00,2016-12-12,18:01:00,0,10.0
Business,Morrisville,Cary,3.0,Customer Visit,2016-12-12,20:48:00,2016-12-12,20:57:00,0,9.0
Business,Cary,Cary,4.2,Errand/Supplies,2016-12-13,18:19:00,2016-12-13,18:29:00,1,10.0
Business,Cary,Cary,4.1,Meal/Entertain,2016-12-13,20:20:00,2016-12-13,20:29:00,1,9.0
Business,Cary,Cary,3.4,Meeting,2016-12-14,16:52:00,2016-12-14,17:10:00,2,18.0
Business,Cary,Cary,3.3,Meeting,2016-12-14,17:22:00,2016-12-14,17:34:00,2,12.0
Business,Cary,Morrisville,3.0,Meal/Entertain,2016-12-14,17:50:00,2016-12-14,18:00:00,2,10.0
Business,Morrisville,Cary,3.1,Customer Visit,2016-12-14,20:24:00,2016-12-14,20:40:00,2,16.0
Business,Cary,Morrisville,10.6,Meeting,2016-12-15,14:20:00,2016-12-15,14:54:00,3,34.0
